Brand,Model,Storage,Color,Price,Sale Date,Payment Method,Customer Name,Store Location
Xiaomi,Mi 11X,64GB,White,14268.17,18-04-2024,Net Banking,Jeremy Phillips,East Jill
OnePlus,9R,128GB,Silver,36704.46,18-07-2024,Cash,Victoria Bennett,Lake Debbie
Nokia,X20,64GB,Silver,26077.51,22-09-2024,Credit Card,Mr. Brian Fuller,North Cynthiaview
Apple,iPhone 15,128GB,Blue,96248.27,12-04-2024,Cash,Matthew Nguyen,Rodneyside
Vivo,V21,128GB,Red,82195.74,18-02-2025,Debit Card,Scott Lee,Lake Roberto
Motorola,G31,64GB,Green,65835.24,17-09-2024,Net Banking,Andrew Green PhD,South David
Nokia,X20,128GB,Red,47743.46,29-06-2024,Cash,Angela King,New Roberttown
Google,Pixel 8,128GB,Black,18340.57,29-11-2024,Credit Card,Tracy Vang,Juliechester
Oppo,A74,256GB,White,38666.22,26-07-2024,Cash,Stephanie Valdez DDS,West Michael
Samsung,Galaxy S21,256GB,Gold,63557.49,14-07-2024,Debit Card,Amber Gomez,South Todd
Apple,iPhone 14,128GB,Silver,92380.24,24-10-2024,Net Banking,Caleb Horn,Bassport
Oppo,A74,64GB,Black,82373.28,18-08-2024,UPI,Brandon Ponce,East Nathaniel
Realme,Narzo 50,128GB,Red,86630.16,17-02-2025,Cash,Ryan Barnes,Davidstad
OnePlus,Nord 2,128GB,Gold,50394.3,12-08-2024,Debit Card,Jon Romero,Stevenland
Oppo,A74,64GB,Silver,89585.59,30-04-2024,Debit Card,Kristy Black,New Roberttown
Xiaomi,Redmi Note 11,128GB,Blue,58660.85,08-08-2024,Debit Card,Brandon Carter,Rodneyside
OnePlus,11R,256GB,Black,38838.03,29-05-2024,Cash,Lisa Owens,East Jessetown
Samsung,Galaxy A52,64GB,Gold,53029.79,21-01-2025,Cash,Alexander Hendricks,Bassport
Apple,iPhone 15,128GB,White,10432.86,28-12-2024,Debit Card,Stephen Johnson,New Jessica
Realme,Realme GT,256GB,White,84779.74,02-07-2024,Debit Card,Teresa Scott,Daviston
Motorola,Edge 20,128GB,Red,54237.98,30-09-2024,Net Banking,Michelle Mccoy,Danielchester
Vivo,Y33s,256GB,Blue,28405.53,19-01-2025,Debit Card,David Morales MD,South Aaron
Samsung,Galaxy S22,256GB,Blue,24058.84,24-02-2025,Net Banking,Tracy Spencer,Port Jacobland
Nokia,C30,256GB,Black,89875.8,28-07-2024,Cash,Brian Schmidt,West Allison
Motorola,G31,128GB,Red,81385.31,21-11-2024,Net Banking,Barry Robinson,North Jessicaland
Motorola,G31,128GB,Red,83942.61,24-05-2024,UPI,Adam Carter,Herrerafurt
Google,Pixel 6,128GB,White,50359.75,09-04-2025,Debit Card,Marcia Pena,Lake Nicoleview
Vivo,T1,256GB,White,86271.48,12-01-2025,Net Banking,Mark Garcia,South Christineshire
Nokia,X20,64GB,Red,41128.48,28-03-2025,Debit Card,Amanda Campos,South Christineshire
Nokia,X20,64GB,Blue,19707.93,01-12-2024,Net Banking,Paul Lane,Shieldston
Motorola,G31,128GB,White,33362.89,15-06-2024,Credit Card,Diane Petersen,South Aaron
Realme,Realme GT,128GB,Gold,53669.9,11-08-2024,UPI,Lisa Rodgers,Sanchezfort
Vivo,V21,256GB,Red,69304.23,26-11-2024,Credit Card,Michael Wolf,New Roberttown
OnePlus,Nord 2,256GB,Green,49495.85,05-06-2024,Debit Card,Joshua West,Stevenland
Motorola,G31,128GB,Black,88739.69,21-09-2024,Net Banking,Mrs. Jessica Chaney,Mortonside
Nokia,C30,128GB,Red,70085.6,09-09-2024,UPI,Sarah Mills,Lake Matthew
Xiaomi,Redmi Note 11,128GB,Gold,73261.42,11-04-2025,UPI,Zachary Jones,North Richardmouth
Nokia,X20,128GB,White,22981.73,29-06-2024,Credit Card,Sandra Smith,New Jeffrey
OnePlus,9R,128GB,Blue,18337.9,03-07-2024,Cash,Sabrina Ruiz,New Mariotown
Samsung,Galaxy S22,64GB,Black,21937.53,05-07-2024,UPI,Donna Caldwell,North Noahstad
OnePlus,11R,256GB,White,66576.36,21-12-2024,Net Banking,Joseph Dixon,Johnfurt
Motorola,G31,64GB,Green,77386.01,17-09-2024,Cash,Michael Carroll,Stewartland
Nokia,X20,128GB,Silver,19724.03,30-06-2024,UPI,Shelia Fuentes,New David
Vivo,V21,64GB,Red,11266.89,11-01-2025,UPI,James Reyes,Mooreport
OnePlus,11R,128GB,Red,13329.46,26-10-2024,UPI,Aaron Martinez,Lake Larry
Xiaomi,Redmi Note 11,128GB,Blue,17006.21,09-04-2025,Debit Card,Bobby Nguyen,Lake Nicoleview
Vivo,Y33s,128GB,White,71945.15,07-07-2024,Net Banking,Sean Jones,Brandtside
Motorola,G31,128GB,Silver,97128.18,11-10-2024,Debit Card,Amy Kim,New Mariotown
Samsung,Galaxy S22,256GB,White,22561.64,03-10-2024,Debit Card,Jesse Jones,South Noah
Motorola,G31,64GB,Black,29288.16,04-06-2024,Credit Card,Dr. Robin Hansen,Mortonside
Apple,iPhone 13,64GB,Black,77204.74,03-12-2024,Net Banking,Andrew Perez,North Sarabury
Apple,iPhone 13,256GB,Silver,97791.29,05-04-2025,UPI,Wayne Ritter,Sanchezfort
Oppo,A74,128GB,Red,71599.51,14-08-2024,Debit Card,Debra Howard,Port Colleenhaven
OnePlus,Nord 2,256GB,White,30600.05,10-12-2024,Net Banking,Charlene Frazier,Ericmouth
OnePlus,Nord 2,256GB,Gold,99984.78,17-04-2024,Net Banking,Adam Kim,Sarahborough
OnePlus,9R,128GB,Green,83059.31,03-11-2024,UPI,Mr. Mason Adams,New Brooke
Nokia,G21,128GB,Green,56166.86,29-11-2024,Credit Card,Timothy Gray,South Todd
Realme,Realme 9,256GB,Green,83168.56,22-08-2024,Cash,Julie Lopez,West Donald
Xiaomi,Redmi 10,128GB,Blue,55942.75,16-09-2024,UPI,Ryan Woods,West Elizabeth
Xiaomi,Mi 11X,64GB,Gold,27060.29,21-07-2024,Credit Card,Anna Mcgee,South Dianeshire
Xiaomi,Mi 11X,128GB,Red,86438.8,12-08-2024,Net Banking,Herbert Thompson,South Aaron
Oppo,F19,256GB,Green,75364.4,01-10-2024,Net Banking,Valerie Phillips,Lake Roberto
Vivo,Y33s,64GB,Green,36722.47,20-02-2025,Net Banking,Kelly Thomas,Wilkersonmouth
Apple,iPhone 14,64GB,Silver,48311.95,10-03-2025,Cash,Nathan Pena,West Juan
Oppo,F19,256GB,Green,63122.89,02-12-2024,Cash,Amber Rodriguez,East Lydiamouth
Realme,Realme 9,128GB,Red,91712.93,31-10-2024,Debit Card,Brian Schaefer,Cassandraton
Xiaomi,Redmi 10,256GB,Gold,35213.47,24-02-2025,Debit Card,Noah Alvarez,Davidstad
Apple,iPhone 15,64GB,Red,37514.37,17-07-2024,Debit Card,Kimberly Cooper,Davidstad
Google,Pixel 6,256GB,Green,18284.34,14-08-2024,Credit Card,Dustin Fisher,Jacquelineland
Xiaomi,Redmi Note 11,64GB,Silver,16658.85,26-04-2024,Credit Card,Amy Gutierrez,West Michael
Nokia,X20,64GB,White,44495.38,14-03-2025,UPI,Kim Waller,Lake Debra
Oppo,A74,64GB,Gold,44893.57,09-11-2024,UPI,Nicholas Riddle,Lake Mark
OnePlus,9R,64GB,Black,78975.9,11-03-2025,Cash,Deanna Morris,Stevenland
Motorola,Edge 20,64GB,Green,14854.98,05-05-2024,Credit Card,John Hicks,West Donald
Xiaomi,Redmi Note 11,256GB,Red,12392.56,25-09-2024,Debit Card,Thomas Evans,Teresaburgh
Motorola,G31,256GB,Blue,31585.05,26-01-2025,Cash,Jamie Watts,Shieldston
Realme,Realme GT,128GB,Red,34494.86,09-03-2025,Debit Card,Joshua Hernandez,North Noahstad
Apple,iPhone 13,64GB,White,98594.23,06-08-2024,Net Banking,Stacey Taylor,Stewartland
Oppo,A74,64GB,Red,74372.55,04-02-2025,Cash,Anthony Jones,East Courtneychester
Apple,iPhone 15,128GB,Green,40856.88,13-03-2025,Debit Card,Gabrielle Ruiz,North Noahstad
Google,Pixel 7,256GB,Blue,78584.75,04-11-2024,Net Banking,Margaret Powell,South David
Vivo,T1,64GB,White,34429.18,05-11-2024,Credit Card,Samantha Harris,West Michael
Samsung,Galaxy S21,128GB,Blue,94785.19,15-06-2024,Net Banking,Whitney Stevenson,South David
Nokia,G21,256GB,Green,25156.13,30-03-2025,Debit Card,Brandon Rodriguez,New Roberttown
Motorola,G31,64GB,Blue,19996.1,02-11-2024,UPI,Jean Martin,Shieldston
Apple,iPhone 15,128GB,Red,91270.06,08-04-2025,Cash,Susan Gray,Stevenland
Google,Pixel 8,256GB,Gold,97532.5,10-04-2025,Debit Card,Noah Olson,East Nathaniel
Realme,Realme GT,128GB,Blue,76251.54,17-01-2025,Cash,Tiffany Bright,West Natashaport
Google,Pixel 7,64GB,Black,30750.2,13-12-2024,Credit Card,Daniel Hawkins,Lake Larry
Vivo,T1,128GB,White,20540.47,20-12-2024,Credit Card,Julie Todd PhD,Ramirezstad
Realme,Narzo 50,128GB,Silver,36610.67,06-01-2025,Net Banking,Joseph Duncan,West Juan
Vivo,V21,256GB,Blue,96976.1,15-03-2025,Net Banking,Bryce Bishop,Teresaburgh
Oppo,F19,64GB,Gold,18959.12,20-06-2024,Credit Card,Tiffany Davis,North Beth
Apple,iPhone 13,128GB,Green,71136.75,14-02-2025,Net Banking,Casey Estes,East Josephville
Motorola,Moto G60,128GB,White,71313.53,07-07-2024,Cash,Paul Smith,East Donna
Apple,iPhone 13,128GB,Gold,16385.07,11-04-2025,Debit Card,Savannah Lopez,Martinezbury
Realme,Narzo 50,64GB,Gold,10602.62,14-07-2024,Debit Card,Danielle Oconnor,Saramouth
Motorola,Moto G60,256GB,Silver,59261.65,31-03-2025,Cash,Denise Richardson,South Patrickmouth
Vivo,Y33s,256GB,Silver,74265.57,07-05-2024,UPI,Lisa Flores,Mooreport
Motorola,Moto G60,128GB,Gold,66249.08,26-03-2025,UPI,Tammy Allen,Lake Leeton
Google,Pixel 6,256GB,Gold,71494.45,22-07-2024,Credit Card,Amber Hall,Mooreport
Vivo,T1,256GB,Silver,34038.78,15-09-2024,Debit Card,Dale Melendez,East Donna
Vivo,V21,64GB,Green,39997.92,25-10-2024,Credit Card,John Nguyen,East Lydiamouth
Samsung,Galaxy S21,64GB,Green,52443.14,07-08-2024,Credit Card,Alexa Riggs,North Judithbury
Apple,iPhone 15,64GB,White,21504.57,23-11-2024,Credit Card,Kimberly James,West Allison
OnePlus,Nord 2,256GB,White,13826.34,01-10-2024,Net Banking,Ronald Gordon,East Courtneychester
Google,Pixel 8,128GB,Red,98729.97,14-01-2025,Credit Card,Charles Lee,South Todd
Google,Pixel 8,64GB,Blue,48220.08,08-02-2025,Credit Card,Holly Warren,Leeville
Samsung,Galaxy S21,64GB,Blue,52314.7,18-06-2024,Net Banking,Jennifer Herrera,Adamsborough
Realme,Realme 9,128GB,Green,65246.43,08-09-2024,Credit Card,Mario Evans,Hoffmanville
Samsung,Galaxy S22,64GB,Green,13958.26,09-09-2024,Cash,Michael Holloway,North Micheleland
Oppo,Reno6,256GB,Red,56340.76,07-11-2024,Net Banking,Alejandro Jackson,Brandtside
Motorola,G31,128GB,Silver,13485.73,30-08-2024,Cash,Cassandra Harper,Wilkersonmouth
Samsung,Galaxy S22,64GB,White,84623.72,20-12-2024,UPI,Jennifer Fitzpatrick,Lisatown
Xiaomi,Redmi 10,128GB,Silver,40624.38,26-12-2024,Cash,Daniel Sanders,Wilkersonmouth
Xiaomi,Redmi 10,128GB,Silver,85176.65,15-07-2024,Credit Card,Julian Hughes,East Mikeburgh
Oppo,Reno6,128GB,Black,69493.3,22-05-2024,Cash,Patrick Ponce,Port Jacobland
Realme,Realme GT,256GB,Blue,48814.3,10-06-2024,UPI,Alexis Duffy,Samuelhaven
Nokia,X20,128GB,Red,45689.47,09-01-2025,UPI,Emily Williams,Lake Crystalbury
Google,Pixel 6,128GB,White,74285.57,26-02-2025,UPI,Rachel Contreras,East Jill
Apple,iPhone 13,64GB,Silver,72782.84,30-07-2024,Debit Card,Lynn Hamilton,Evanmouth
Motorola,Edge 20,64GB,Red,55952.16,14-07-2024,Cash,Matthew Walker,Lake Matthew
Samsung,Galaxy S21,128GB,White,55687.64,01-01-2025,Debit Card,Tommy Brown,Jasonfort
Xiaomi,Redmi Note 11,128GB,Silver,75118.22,04-01-2025,Net Banking,Jason Mack,East Mikeburgh
OnePlus,Nord 2,128GB,Red,80235.43,26-09-2024,Debit Card,Paul Thomas,Johnfurt
Xiaomi,Redmi Note 11,256GB,White,34171.38,27-07-2024,Credit Card,Evan Jones,Port Keith
Oppo,A74,64GB,Red,54443.04,28-01-2025,UPI,Mark Chavez,Shieldston
Nokia,X20,128GB,Black,13807,01-04-2025,Credit Card,Tiffany Hernandez,Lake Debra
Apple,iPhone 14,256GB,Black,86720.61,25-03-2025,Credit Card,Angela Monroe,South Todd
Vivo,V21,256GB,Gold,34131.7,14-12-2024,Net Banking,Erik Simmons,North Matthewberg
OnePlus,11R,64GB,Gold,95911.72,26-04-2024,UPI,William Perry,North Deniseside
Google,Pixel 6,128GB,Black,21555.52,28-04-2024,Net Banking,Rachel White,Johnfurt
Vivo,V21,64GB,Blue,97312.81,10-09-2024,UPI,Elizabeth Garza,Sarahborough
Oppo,F19,256GB,Black,68364.83,15-12-2024,Net Banking,Dennis Keller,East Jamesside
Oppo,A74,128GB,Red,39564.49,28-06-2024,Debit Card,Madison Rodriguez,Port Keith
Nokia,G21,256GB,Gold,59640.8,25-02-2025,Debit Card,Stephanie Anderson,Taylorburgh
Apple,iPhone 15,256GB,Green,35278.44,11-08-2024,UPI,Vincent Butler,Martinezbury
Nokia,C30,128GB,Black,19486.23,11-12-2024,Debit Card,Joshua Flores MD,South Dianeshire
Nokia,G21,64GB,Green,43018.23,08-04-2025,UPI,Ronald Blankenship,Lake Chad
Nokia,X20,64GB,Green,30319.33,26-09-2024,Cash,Shaun Pruitt,Williamview
Realme,Realme 9,128GB,Black,15915.3,27-07-2024,Cash,Daniel Warren,South Patrickmouth
OnePlus,9R,256GB,Black,16009.88,26-06-2024,Cash,Patrick Boone,Brandtside
OnePlus,9R,64GB,Blue,36506.58,17-04-2024,Net Banking,Robert May,Taylorburgh
Samsung,Galaxy S21,128GB,Green,30965.92,17-04-2024,Credit Card,Nicole Jensen,Port Richard
Xiaomi,Mi 11X,64GB,Gold,68322.13,04-09-2024,Cash,David Hopkins,New Mariotown
Vivo,T1,256GB,Green,73325.99,24-08-2024,Credit Card,Nicole Pittman,New David
Apple,iPhone 14,64GB,Green,49029.04,27-09-2024,Cash,David Morgan,East Jill
Google,Pixel 7,128GB,Red,87747.22,08-04-2025,Credit Card,Curtis Martinez,Cassandraton
Nokia,G21,256GB,Green,21669.67,02-02-2025,Credit Card,Jesse Hodges,Lake Lisaport
Apple,iPhone 14,128GB,Green,48769.51,28-08-2024,Debit Card,Robert Jackson,Brandtside
Nokia,G21,64GB,Green,54374.43,03-04-2025,Debit Card,Kristen Martin,Wilkersonmouth
Vivo,V21,64GB,Blue,62042.8,29-01-2025,Debit Card,Cassandra Smith,Mortonside
Google,Pixel 7,256GB,Black,56440.77,10-02-2025,Cash,Tyler Lester,Port Jesseville
Motorola,Edge 20,256GB,Red,59092.39,10-05-2024,Debit Card,Matthew Williams,Tashatown
Oppo,F19,128GB,Silver,63231.51,25-11-2024,Cash,Melanie Taylor,South Aaron
Xiaomi,Redmi Note 11,64GB,Red,82829.3,06-03-2025,Net Banking,James Smith,Evanmouth
Google,Pixel 8,64GB,Blue,79638.2,22-02-2025,Net Banking,Lawrence Martin,Lake Rebeccaside
OnePlus,Nord 2,64GB,White,81978.36,29-04-2024,UPI,Olivia Woods,Port Richard
Apple,iPhone 15,256GB,Gold,59660.47,09-07-2024,Cash,Mrs. Nicole Greene,Lake Larry
Vivo,T1,64GB,Blue,77004.12,10-07-2024,Net Banking,Elizabeth Brown,New Kellystad
Apple,iPhone 15,256GB,Blue,85853.15,23-02-2025,UPI,Nicole Diaz,Rodneyside
Nokia,G21,64GB,Green,85041.22,25-01-2025,Debit Card,Katelyn Burke,Sanchezfort
Xiaomi,Mi 11X,128GB,Green,80505.96,22-02-2025,UPI,William Hoffman,Lisatown
Motorola,G31,256GB,Gold,82899.28,25-10-2024,Debit Card,Elizabeth Blake,Mortonside
Samsung,Galaxy A52,64GB,Red,69593.35,08-04-2025,Credit Card,Tracy Franco,Taylorburgh
Motorola,G31,64GB,Black,10609,16-10-2024,UPI,Heather Clark,Robinsonshire
Xiaomi,Redmi Note 11,128GB,Silver,29689.86,24-11-2024,Credit Card,Brittany Simon,Stevenland
Realme,Realme 9,128GB,Silver,99495.13,31-01-2025,Credit Card,Joseph Lee,North Richardmouth
Google,Pixel 6,256GB,Blue,67495.27,22-04-2024,Credit Card,Margaret Nicholson,New Roberttown
Apple,iPhone 13,64GB,Silver,18120.41,01-08-2024,Debit Card,Mary Gallegos,Lake Roberto
Xiaomi,Redmi 10,64GB,Blue,84209.7,27-11-2024,Net Banking,Kaylee Burnett,New Roberttown
Realme,Narzo 50,64GB,Black,75397.7,19-08-2024,Debit Card,Nicole Nelson,Hoffmanville
Google,Pixel 6,64GB,Blue,69445.1,28-12-2024,Net Banking,Kathleen Rodriguez,West Juan
Samsung,Galaxy A52,64GB,Red,79107.45,25-11-2024,Debit Card,Ethan Hawkins,Danielchester
Realme,Narzo 50,256GB,Red,73961.17,31-03-2025,UPI,John Garcia,West Natashaport
Vivo,V21,256GB,Gold,92774.25,06-12-2024,UPI,David Scott,West Elizabeth
Nokia,C30,64GB,Blue,91345.41,20-11-2024,Net Banking,Laura Holt,North Cynthiaview
OnePlus,Nord 2,128GB,Blue,65893.42,12-10-2024,Cash,Todd Dickerson,New Stephanie
Motorola,Moto G60,256GB,Green,19384.06,15-04-2024,Net Banking,Michael Kelly,Shieldston
Samsung,Galaxy A52,64GB,Gold,70597.01,03-11-2024,Credit Card,Kathy Hill,North Deniseside
OnePlus,Nord 2,256GB,White,85853.58,03-11-2024,Cash,Michael Tucker,East Donna
Vivo,V21,256GB,Red,58122.27,01-07-2024,Net Banking,Richard George,Samuelhaven
Nokia,G21,64GB,Red,46285.04,16-09-2024,Net Banking,Aaron Taylor,Lake Leeton
Samsung,Galaxy S22,256GB,Silver,61665.9,11-09-2024,Net Banking,Anthony Carter,South Noah
Motorola,Edge 20,256GB,Black,70756.41,20-03-2025,Net Banking,Deborah Hernandez,Sarahborough
Vivo,T1,128GB,Blue,51035.61,14-11-2024,UPI,Aaron Graham,Port Richard
Vivo,Y33s,256GB,Red,49808.44,28-11-2024,UPI,Mark Kelly,North Susan
Motorola,Edge 20,128GB,Red,29254.69,11-03-2025,Net Banking,Joseph Raymond,New Roberttown
Apple,iPhone 14,128GB,Black,75912.96,10-12-2024,Cash,Eric Carpenter,South Todd
Xiaomi,Redmi Note 11,256GB,Gold,32336.83,06-02-2025,Cash,James Taylor,East Courtneychester
OnePlus,11R,64GB,Blue,52086.36,04-12-2024,UPI,Erin Mccann,East Mikeburgh
Samsung,Galaxy A52,256GB,White,49060.33,04-09-2024,Net Banking,Thomas Barnes,Mortonside
Vivo,Y33s,128GB,Black,50208.11,02-08-2024,Net Banking,Taylor Robinson,Lake Larry
Realme,Realme 9,64GB,Gold,76908.58,24-01-2025,UPI,Craig Harrison,New Jessica
Samsung,Galaxy S22,64GB,White,16003.87,08-05-2024,Debit Card,Chase Flowers,North Judithbury
Oppo,F19,128GB,Gold,60441.25,12-11-2024,Debit Card,George Freeman,South Dianeshire
Nokia,C30,64GB,White,98486.52,22-03-2025,Debit Card,Leonard Suarez,Shawhaven
Oppo,A74,128GB,Red,65664.73,29-10-2024,Debit Card,Louis Smith,Lake Roberto
Nokia,C30,256GB,White,54835.02,10-12-2024,Credit Card,Heather Greene,Sanchezfort
Google,Pixel 8,256GB,Gold,16159.19,03-06-2024,Net Banking,Sonya Sanders,West Juan
Apple,iPhone 14,64GB,White,71648.97,31-10-2024,Credit Card,Vicki Lopez,East Donna
Realme,Narzo 50,128GB,Blue,66218.77,01-12-2024,Net Banking,Sara Hobbs,Taylorburgh
Realme,Realme 9,64GB,Gold,59135.78,02-08-2024,UPI,Amanda Miller,East Nicholasfurt
Vivo,Y33s,64GB,Black,73293.5,08-12-2024,Debit Card,Katherine Cortez,Port Colleenhaven
Google,Pixel 8,256GB,Blue,84585.36,05-10-2024,Cash,Denise Burns,East Courtneychester
Realme,Narzo 50,128GB,Blue,84733.53,28-12-2024,Credit Card,Joanna Ford,South David
Realme,Narzo 50,128GB,White,66802.62,27-07-2024,Cash,Tiffany Williams,Gomezchester
Xiaomi,Mi 11X,64GB,Green,64617,20-09-2024,Debit Card,Barry Collins,Rodneyside
Motorola,Moto G60,64GB,Gold,32193.29,25-02-2025,Credit Card,Vanessa Rogers,Lake Larry
Vivo,Y33s,128GB,Black,15672.16,15-10-2024,Net Banking,Crystal Cruz,North Noahstad
Nokia,X20,64GB,Red,20008.01,08-02-2025,UPI,Mary Ayala,North John
Google,Pixel 8,256GB,White,74478.11,18-07-2024,Credit Card,John Kerr,North Richardmouth
Samsung,Galaxy A52,256GB,Green,94036.18,14-09-2024,Credit Card,Sarah Carpenter,New Jessica
Xiaomi,Redmi Note 11,64GB,Black,99314.17,05-04-2025,Net Banking,Sean Smith,Johnfurt
Vivo,V21,128GB,Black,27172.16,20-02-2025,UPI,Michael Burch,Martinezbury
Samsung,Galaxy A52,64GB,Red,31412.99,11-08-2024,Credit Card,Mark Zamora,East Jamesside
Realme,Narzo 50,128GB,Red,85187.4,24-04-2024,UPI,Micheal Martin,Brandtside
Realme,Realme 9,64GB,Silver,98747.14,22-05-2024,Debit Card,Kathryn Mcguire,West Donald
Oppo,A74,256GB,Black,47352.69,06-10-2024,UPI,Rebecca Byrd,North Cynthiaview
Google,Pixel 6,128GB,Gold,46959.7,23-09-2024,Debit Card,Laura Garcia,East Jessetown
OnePlus,9R,64GB,White,56127.79,14-08-2024,UPI,Catherine Ortiz,North Deniseside
Vivo,Y33s,64GB,Black,50180.95,09-08-2024,UPI,Barbara Baker,Lake Nicoleview
OnePlus,9R,64GB,Silver,38536.59,11-03-2025,Credit Card,Zachary Stark,Ericmouth
Google,Pixel 6,128GB,Blue,30790.25,21-09-2024,UPI,Thomas Everett,Shieldston
Apple,iPhone 14,256GB,Red,65199.74,08-09-2024,Cash,John Moore,Taylorburgh
Nokia,C30,64GB,Silver,86142.48,01-03-2025,UPI,Wayne Randall,Ericmouth
Realme,Realme 9,64GB,Blue,95340.05,25-11-2024,UPI,Carol Henry,Saramouth
Vivo,Y33s,256GB,Black,71656.93,16-11-2024,UPI,Sarah Hicks,Juliechester
Oppo,Reno6,256GB,Black,70178.76,01-04-2025,Debit Card,Deanna Moses,East Donna
Samsung,Galaxy A52,128GB,Black,95276.75,24-11-2024,Cash,Shawn Johnson,West Donald
Google,Pixel 6,256GB,Gold,33174.65,03-11-2024,Cash,Nathan Bailey,Brandtside
Samsung,Galaxy S21,64GB,Red,17721.65,15-11-2024,Credit Card,Sheri Lee,East Nathaniel
Google,Pixel 8,256GB,Black,87906.18,14-01-2025,Cash,Michael Ramirez,Hoffmanville
Realme,Narzo 50,256GB,Blue,78071,05-10-2024,Credit Card,Christina Moreno,Lake Matthew
Google,Pixel 8,64GB,Green,82075.53,02-09-2024,Credit Card,Tricia Johnson,Brandtside
Apple,iPhone 15,64GB,Red,87294.15,25-02-2025,Debit Card,Paul Davenport,Mooreport
Xiaomi,Redmi 10,64GB,Silver,95528.12,20-07-2024,Cash,Tammy Davis,Ramirezstad
Oppo,F19,64GB,White,88406.72,28-01-2025,Cash,Aaron Francis,Brandtside
Motorola,G31,64GB,Black,98411.94,26-07-2024,Net Banking,Jeremy Jenkins,Lake Mark
Realme,Realme GT,256GB,Black,22599.82,08-06-2024,Debit Card,Scott Martinez,North Judithbury
Apple,iPhone 14,64GB,Silver,31508.89,19-01-2025,Net Banking,Wayne Williams,Port Keith
Nokia,G21,256GB,Green,25296.55,04-02-2025,UPI,Katelyn Silva DDS,Port Keith
Vivo,Y33s,256GB,Black,54420.3,13-06-2024,Cash,Justin Stanley,Port Jesseville
Google,Pixel 7,64GB,Red,65815.3,18-08-2024,Credit Card,Elizabeth Chavez,New Kellystad
Motorola,Moto G60,256GB,Silver,23440.38,01-07-2024,Debit Card,Deanna Chapman,Lake Lisaport
Oppo,F19,64GB,White,75848.92,17-10-2024,UPI,Natalie Hernandez,West Donald
Samsung,Galaxy S22,64GB,Blue,48859.35,13-03-2025,Net Banking,Robert May,Gomezchester
Xiaomi,Redmi 10,128GB,Blue,72825.07,29-11-2024,Credit Card,Mr. Jason Welch,Hoffmanville
Realme,Realme GT,256GB,Black,61706.02,18-03-2025,Credit Card,Donald Oconnor,Danielchester
Motorola,G31,128GB,Black,78043.87,01-09-2024,Cash,Sara Huff,Saramouth
Xiaomi,Redmi 10,256GB,Green,58443.38,09-01-2025,Credit Card,Mary Acosta,Port Richard
Xiaomi,Mi 11X,128GB,Red,59266.01,26-12-2024,Credit Card,Mr. Anthony Haynes,New Jeffrey
OnePlus,9R,64GB,Green,53938.7,23-06-2024,Debit Card,Natasha Thomas,North Sarabury
Vivo,T1,128GB,Gold,87993.05,19-12-2024,Cash,Amy Jordan,Daviston
Xiaomi,Redmi 10,64GB,White,91559.27,19-02-2025,Debit Card,Bryan Nguyen DDS,Tashatown
Xiaomi,Mi 11X,64GB,Red,98644.87,12-04-2024,Net Banking,Ashley Roberts,West Juan
OnePlus,9R,256GB,Gold,17073.76,08-07-2024,UPI,Dawn Mccarty,Tashatown
Samsung,Galaxy S22,128GB,White,94047.78,12-06-2024,Cash,Troy Brown,East Nicholasfurt
Realme,Realme 9,128GB,Green,10668.35,03-08-2024,UPI,Steven Ortiz,Shieldston
Realme,Realme GT,64GB,Red,48183.26,13-09-2024,Debit Card,Julie Hernandez,Danielchester
Realme,Narzo 50,64GB,Blue,51241.8,07-02-2025,UPI,Mrs. Wanda Keith DDS,South Christineshire
Apple,iPhone 14,256GB,Blue,26425.54,11-01-2025,UPI,Julie Gonzales,Juliechester
Xiaomi,Redmi 10,64GB,Gold,21537.92,03-07-2024,UPI,Erika Jenkins,Danielchester
Nokia,G21,128GB,Gold,43678.84,15-02-2025,Net Banking,Cassandra Horton,Shawhaven
Oppo,A74,64GB,Silver,59511.67,12-06-2024,Net Banking,Lisa Johnson,Leeville
Motorola,Edge 20,128GB,Red,22266.18,04-08-2024,Net Banking,Joshua Garcia,Port Jesseville
Oppo,F19,128GB,Black,92045.41,30-03-2025,Cash,Julia Taylor,East Lydiamouth
Oppo,F19,64GB,Black,73532.57,13-03-2025,Debit Card,Stephen Johnson,Adamsborough
Apple,iPhone 14,64GB,Gold,84946.99,23-01-2025,Cash,David Jones,Port Jesseville
Realme,Realme GT,128GB,Green,93342.35,16-12-2024,Debit Card,Mrs. Andrea Dixon,Teresaburgh
